,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,
215,0.1,0.15,0.35,0.15,0.25,1000,0.1130672,0.1612394,0.3108428,0.1768296,0.2380208,-0.0439749,-0.03896,0.1309218,-0.0963968,0.04841458,0.4559388
,,,,,,1100,0.112488,0.1605976,0.312405,0.1759064,0.2386028,-0.05411092,-0.04262,0.1684906,-0.11422194,0.04246008,0.4739078
,,,,,,1200,0.1061402,0.1612692,0.3280802,0.1655644,0.2389464,-0.023281672,-0.04208,0.0865853,-0.0607015,0.03947284,0.4247994
,,,,,,1300,0.1040872,0.1594374,0.3334754,0.1635504,0.2394494,-0.01598869,-0.03191,0.06591462,-0.05389296,0.03587438,0.3991914
216,0.15,0.15,0.35,0.25,0.1,1000,0.199435,0.1656074,0.2231634,0.33623,0.07556394,-0.2096164,-0.05712,0.5290272,-0.3617834,0.09949408,0.458353
,,,,,,1100,0.1891542,0.161585,0.2516702,0.3193872,0.07820304,-0.1584108,-0.04334,0.3936968,-0.2784562,0.0865145,0.4346558
,,,,,,1200,0.1733096,0.1607996,0.290534,0.2917526,0.08360418,-0.08692116,-0.0343,0.2209268,-0.1585198,0.0588134,0.408538
,,,,,,1300,0.1667298,0.1581812,0.3057414,0.283983,0.08536432,-0.0842763,-0.03139,0.2128908,-0.157836,0.06060646,0.4464042
217,0.15,0.1,0.35,0.25,0.15,1000,0.2059882,0.11244,0.2101274,0.3492854,0.1221592,-0.246636,-0.0564,0.6255226,-0.4350178,0.1125352,0.5004442
,,,,,,1100,0.1940298,0.1109108,0.2408754,0.3295112,0.1246726,-0.1974872,-0.05007,0.4922274,-0.3475478,0.1028819,0.4813248
,,,,,,1200,0.1839016,0.1072266,0.2705882,0.309091,0.1291926,-0.1564042,-0.03127,0.3719158,-0.2692342,0.08498838,0.4425024
,,,,,,1300,0.1716798,0.1084858,0.2948308,0.29245,0.1325536,-0.10453418,-0.0358,0.2673908,-0.1990114,0.07195002,0.5033716
218,0.1,0.15,0.35,0.25,0.15,1000,0.1318246,0.1660494,0.2438472,0.3354632,0.1228156,-0.1331674,-0.06129,0.4479442,-0.360877,0.10738666,0.4675092
,,,,,,1100,0.1269444,0.1626912,0.2617146,0.3212484,0.127401,-0.12471,-0.05392,0.411277,-0.3278368,0.09518912,0.4947378
,,,,,,1200,0.1174206,0.1606164,0.2937236,0.2951322,0.1331076,-0.0650381,-0.04576,0.2228358,-0.1750752,0.0630346,0.4543346
,,,,,,1300,0.1101258,0.1592736,0.3115506,0.2830434,0.1360062,-0.04786912,-0.04014,0.1886238,-0.1546664,0.05405642,0.4516804
219,0.15,0.25,0.35,0.1,0.15,1000,0.1708102,0.2654304,0.3114186,0.1167648,0.135576,-0.09415882,-0.05404,0.1679126,-0.07356886,0.05385848,0.42379
,,,,,,1100,0.163859,0.2627854,0.3250138,0.110327,0.1380146,-0.04623208,-0.04222,0.08192304,-0.03639964,0.04293266,0.3969742
,,,,,,1200,0.15779,0.2624526,0.3354002,0.1059578,0.1383998,-0.04075582,-0.04567,0.07252168,-0.03315863,0.04706224,0.437502
,,,,,,1300,0.157493,0.2626468,0.3341858,0.1077438,0.1379308,-0.019949531,-0.04692,0.05127244,-0.02940878,0.04500998,0.433571
220,0.15,0.25,0.35,0.15,0.1,1000,0.170674,0.2645282,0.3056468,0.1752718,0.08387924,-0.07997104,-0.05458,0.1776534,-0.10767876,0.06457912,0.3951748
,,,,,,1100,0.1660282,0.2595904,0.3177664,0.1687686,0.08784648,-0.0744349,-0.02846,0.138768,-0.08097924,0.04511056,0.4153058
,,,,,,1200,0.15789,0.2606392,0.3314998,0.1611382,0.08883284,-0.02534048,-0.03423,0.0595587,-0.04059864,0.040611384,0.3800242
,,,,,,1300,0.1563566,0.2596172,0.3379764,0.1569648,0.0890849,-0.018346368,-0.0318,0.03803796,-0.02340114,0.035511978,0.3960016
221,0.1,0.25,0.35,0.15,0.15,1000,0.1185522,0.2663218,0.2989206,0.1822188,0.1339864,-0.07607876,-0.06063,0.210463,-0.1341432,0.06038742,0.4278552
,,,,,,1100,0.1098332,0.2642068,0.3193064,0.1698792,0.136775,-0.02476682,-0.05452,0.0995561,-0.06978004,0.04950764,0.4245744
,,,,,,1200,0.1053976,0.261425,0.3334468,0.1606662,0.1390642,-0.01886032,-0.04957,0.06911396,-0.04514142,0.0444599,0.4304882
,,,,,,1300,0.10168004,0.2610642,0.339936,0.1566342,0.1406856,-0.009497344,-0.0372,0.04656014,-0.02889942,0.02903306,0.3795286
222,0.25,0.15,0.35,0.1,0.15,1000,0.3078652,0.1598754,0.2692708,0.1289384,0.1340506,-0.2414408,-0.0328,0.3296804,-0.1195668,0.06412774,0.452928
,,,,,,1100,0.2934652,0.1583344,0.2914868,0.1230038,0.13371,-0.1908212,-0.03114,0.2626624,-0.1009193,0.06021674,0.420465
,,,,,,1200,0.2744062,0.1599514,0.315566,0.1130568,0.1370202,-0.1328102,-0.03615,0.1870832,-0.06961086,0.05148446,0.4326916
,,,,,,1300,0.270045,0.1607148,0.3188872,0.1134608,0.136892,-0.11001118,-0.04168,0.1627342,-0.06451032,0.05347062,0.4786694
223,0.25,0.1,0.35,0.15,0.15,1000,0.3173962,0.1072484,0.2459016,0.2011108,0.1283432,-0.2878552,-0.02567,0.445348,-0.2193666,0.08754198,0.4612664
,,,,,,1100,0.3126538,0.1073886,0.2544898,0.1963006,0.1291674,-0.2713432,-0.02988,0.4188074,-0.1992264,0.08164028,0.468584
,,,,,,1200,0.2911862,0.1072436,0.2881286,0.1823572,0.1310842,-0.1520028,-0.02724,0.2369808,-0.1265764,0.0688425,0.4401726
,,,,,,1300,0.282639,0.107638,0.298857,0.1771026,0.1337632,-0.17543,-0.03636,0.2873452,-0.144076,0.06852326,0.4894748
224,0.25,0.15,0.35,0.15,0.1,1000,0.2995706,0.1600196,0.2711054,0.186588,0.0827168,-0.2465622,-0.03589,0.3901874,-0.178825,0.07108482,0.4419958
,,,,,,1100,0.2947124,0.1586956,0.2802462,0.1828784,0.08346762,-0.170558,-0.03381,0.2716402,-0.1320584,0.06479012,0.4328078
,,,,,,1200,0.2811462,0.155082,0.303987,0.1738242,0.08596022,-0.09236654,-0.01862,0.1366666,-0.07334618,0.04766914,0.4078084
,,,,,,1300,0.2782586,0.1575282,0.3083498,0.1705012,0.08536236,-0.13335142,-0.02637,0.1902042,-0.08829128,0.05780944,0.4346174
225,0.15,0.35,0.1,0.15,0.25,1000,0.1559716,0.3571454,0.08747282,0.158516,0.2408942,-0.01812012,-0.03159,0.04835254,-0.02900042,0.03036068,0.3784772
,,,,,,1100,0.1539392,0.360715,0.09048118,0.155745,0.2391192,-0.0099646,-0.03925,0.03264974,-0.020341476,0.036907892,0.368964
,,,,,,1200,0.1509016,0.3639948,0.09196268,0.1537894,0.2393516,-0.005754022,-0.0474,0.03168762,-0.015596552,0.03706192,0.4126238
,,,,,,1300,0.151627,0.3611534,0.09339434,0.1548732,0.238952,-0.01086249,-0.04209,0.03017072,-0.019258138,0.04203646,0.4253254
226,0.15,0.35,0.15,0.1,0.25,1000,0.1562782,0.3614614,0.1344338,0.106747,0.2410794,-0.018651514,-0.04008,0.05728884,-0.02877882,0.0302257,0.3758452
,,,,,,1100,0.1553384,0.3624956,0.1358072,0.1065318,0.239827,-0.017637164,-0.04776,0.0559338,-0.024011482,0.03347456,0.3830516
,,,,,,1200,0.1537152,0.362389,0.140204,0.1053548,0.2383372,-0.015626396,-0.04114,0.0393586,-0.02336032,0.04076838,0.4041892
,,,,,,1300,0.149863,0.363677,0.1433586,0.1027198,0.240381,0.0070027,-0.05163,0.01969155,-0.009416796,0.034351,0.4107208
227,0.1,0.35,0.15,0.15,0.25,1000,0.103078,0.361339,0.1325582,0.1614222,0.2416028,-0.014418454,-0.03331,0.0646998,-0.04449206,0.0275191,0.3889554
,,,,,,1100,0.101428,0.3610778,0.1394262,0.1565958,0.2414724,-0.000447194,-0.04117,0.0345846,-0.020359512,0.0273939,0.3958888
,,,,,,1200,0.10160966,0.361404,0.1421758,0.1539372,0.2408732,-0.001905,-0.04355,0.021522322,-0.006510015,0.03044686,0.3894844
,,,,,,1300,0.101209,0.3619358,0.1397622,0.156116,0.240977,-0.004140209,-0.04095,0.04010094,-0.021571276,0.02655952,0.3938562
228,0.15,0.35,0.1,0.25,0.15,1000,0.1565824,0.3556352,0.0858573,0.2644506,0.137474,-0.020575832,-0.01867,0.05797594,-0.06512192,0.04639586,0.3802876
,,,,,,1100,0.1544358,0.354992,0.08876076,0.2619934,0.139818,-0.023844178,-0.008,0.04728184,-0.05447908,0.03904082,0.3667082
,,,,,,1200,0.1531414,0.358653,0.09006176,0.258206,0.1399382,-0.008340878,-0.03665,0.04230802,-0.03841686,0.0410949,0.3978656
,,,,,,1300,0.1503718,0.3599636,0.09274352,0.2567934,0.1401276,0.000460692,-0.03756,0.0243728,-0.017704874,0.03043526,0.4049594
229,0.15,0.35,0.15,0.25,0.1,1000,0.1596726,0.3562506,0.126627,0.2690216,0.08842884,-0.04171472,-0.01778,0.09660216,-0.083632,0.0465213,0.3819358
,,,,,,1100,0.1533764,0.3592518,0.1389474,0.2570094,0.09141478,-0.013393762,-0.03452,0.05044814,-0.03697386,0.03443524,0.3806296
,,,,,,1200,0.1529996,0.3593478,0.1428266,0.2535218,0.09130402,-0.015131226,-0.03276,0.02635572,-0.007948322,0.02948296,0.4080508
,,,,,,1300,0.1551298,0.3561884,0.1393462,0.2567626,0.0925729,-0.024208966,-0.01713,0.04873246,-0.035640974,0.02825022,0.3961256
230,0.1,0.35,0.15,0.25,0.15,1000,0.1095318,0.358745,0.1193854,0.2763526,0.1359854,-0.03475354,-0.02393,0.1001896,-0.0912377,0.0497272,0.3990042
,,,,,,1100,0.104935,0.3593686,0.1330616,0.263441,0.1391938,-0.018439958,-0.03749,0.075616,-0.05676502,0.03707488,0.3636896
,,,,,,1200,0.10162158,0.3585682,0.1430076,0.2559992,0.1408032,-0.008589272,-0.03003,0.024473208,-0.021617088,0.03575944,0.3964498
,,,,,,1300,0.10207968,0.3592162,0.1394624,0.2581144,0.1411274,-0.00704394,-0.03464,0.04283212,-0.03137272,0.030221,0.4244692
231,0.15,0.35,0.25,0.15,0.1,1000,0.1609434,0.361001,0.229431,0.159246,0.0893787,-0.03611164,-0.04877,0.08204622,-0.0350536,0.03789204,0.394165
,,,,,,1100,0.156098,0.3603312,0.2356636,0.1578112,0.09009584,-0.03084586,-0.03602,0.06662894,-0.0365971,0.03683552,0.391391
,,,,,,1200,0.151151,0.3615834,0.2432048,0.1518922,0.09216814,-5.19E-05,-0.03538,0.014118778,-0.007623974,0.02893972,0.3836508
,,,,,,1300,0.149863,0.363677,0.1433586,0.1027198,0.240381,0.0070027,-0.05163,0.01969155,-0.009416796,0.034351,0.4107208
232,0.15,0.35,0.25,0.1,0.15,1000,0.1592056,0.3642482,0.23075,0.106939,0.138857,-0.03499304,-0.05323,0.07302442,-0.02561904,0.04081388,0.3907408
,,,,,,1100,0.1573074,0.360475,0.237186,0.1070304,0.1380012,-0.03148586,-0.03636,0.0573785,-0.03230414,0.04276912,0.3811546
,,,,,,1200,0.1561536,0.3625734,0.2397814,0.102716,0.1387758,-0.02835148,-0.0499,0.04791064,-0.01271845,0.04306326,0.3896442
,,,,,,1300,0.1524196,0.3616202,0.2427624,0.1030066,0.1401914,-0.004884696,-0.04077,0.024099,-0.010934162,0.03248628,0.3759688
233,0.1,0.35,0.25,0.15,0.15,1000,0.1067492,0.3630628,0.2278664,0.163987,0.1383342,-0.027254228,-0.04764,0.08742298,-0.05484536,0.04231514,0.3995974
,,,,,,1100,0.1055806,0.361747,0.2321762,0.1607552,0.139741,-0.022100718,-0.04458,0.07324186,-0.04539962,0.03884116,0.3782856
,,,,,,1200,0.10391928,0.3595722,0.2394298,0.156905,0.1401736,-0.011710102,-0.0396,0.04375892,-0.028134578,0.035687938,0.389069
,,,,,,1300,0.10030666,0.359827,0.2450868,0.153872,0.140908,0.005888694,-0.04124,0.015904148,-0.007513181,0.02695714,0.3931298
234,0.25,0.35,0.1,0.15,0.15,1000,0.2567894,0.359595,0.09041268,0.1548332,0.1383694,-0.03323146,-0.03649,0.04178874,-0.017372,0.04530718,0.3829306
,,,,,,1100,0.2528296,0.360077,0.09406092,0.1505248,0.1425078,-0.005875726,-0.03653,0.015966998,0.00295592,0.02347874,0.38278
,,,,,,1200,0.2512996,0.3594166,0.09635808,0.1508056,0.1421196,-0.003107254,-0.03259,0.015614638,-0.00597278,0.0260565,0.3730892
,,,,,,1300,0.2493394,0.3611842,0.0978446,0.14992,0.1417112,0.005776606,-0.04052,0.007368801,-0.001493258,0.02886598,0.3928832
235,0.25,0.35,0.15,0.1,0.15,1000,0.2588378,0.3602854,0.1371434,0.104178,0.1395548,-0.032548436,-0.04151,0.05559534,-0.020312464,0.03877586,0.3739162
,,,,,,1100,0.2581054,0.3610426,0.1398052,0.1014634,0.1395834,-0.04009148,-0.03543,0.04810522,-0.013384674,0.040802,0.3863546
,,,,,,1200,0.2542058,0.3637426,0.1410236,0.10185644,0.1391718,-0.030476392,-0.04749,0.0460876,-0.015338384,0.04721968,0.4233922
,,,,,,1300,0.2535028,0.3615674,0.1452612,0.10078718,0.1388816,-0.013403156,-0.04205,0.019270299,-0.005375824,0.04156242,0.4299058
236,0.25,0.35,0.15,0.15,0.1,1000,0.258844,0.3580816,0.1382042,0.15374,0.09113016,-0.04040226,-0.02587,0.0534206,-0.021053391,0.0339085,0.3896772
,,,,,,1100,0.2570032,0.3580184,0.1398132,0.1537784,0.09138628,-0.02807594,-0.02842,0.04436304,-0.018018364,0.03014668,0.3685562
,,,,,,1200,0.2540122,0.3600092,0.1431766,0.1516072,0.09119456,-0.00906462,-0.04004,0.019019192,-0.001227246,0.031308588,0.4088872
,,,,,,1300,0.2516034,0.361173,0.145496,0.1486058,0.09312146,-0.000566018,-0.03706,0.010302048,0.003609266,0.023712266,0.3999674
237,0.35,0.15,0.1,0.15,0.25,1000,0.3586874,0.1574744,0.08807494,0.158637,0.2371262,-0.03359514,-0.02617,0.05076772,-0.03787358,0.04687336,0.3974318
,,,,,,1100,0.3609504,0.1585732,0.0884507,0.1560296,0.2359966,-0.040043182,-0.03504,0.0443989,-0.024138412,0.0548186,0.4218718
,,,,,,1200,0.3541854,0.1590766,0.09206994,0.1558372,0.2388314,-0.007898784,-0.03367,0.024006856,-0.02305221,0.040613,0.3984086
,,,,,,1300,0.35603,0.1585088,0.09359928,0.1548694,0.2369926,-0.02115961,-0.03207,0.025014526,-0.015651062,0.04386174,0.4491974
238,0.35,0.15,0.15,0.1,0.25,1000,0.3735068,0.1568494,0.1219584,0.113274,0.2344114,-0.088629,-0.02097,0.10665964,-0.05798246,0.06092514,0.4166972
,,,,,,1100,0.372111,0.1574656,0.1276302,0.107712,0.2350812,-0.07763548,-0.02842,0.08321552,-0.0313053,0.05414656,0.4310106
,,,,,,1200,0.3610724,0.1601628,0.1360112,0.1073538,0.2354002,-0.03802428,-0.03952,0.05121502,-0.03149914,0.05782788,0.4484942
,,,,,,1300,0.3605878,0.1622322,0.1373926,0.104591,0.2351958,-0.05213138,-0.0428,0.05948418,-0.022795568,0.05824736,0.4908218
239,0.35,0.1,0.15,0.15,0.25,1000,0.3825944,0.1036016,0.1120982,0.1706454,0.2310604,-0.11575556,-0.01369,0.1417796,-0.0786764,0.06634364,0.431576
,,,,,,1100,0.3764584,0.1045378,0.1199206,0.1647462,0.2343368,-0.1140474,-0.01545,0.1347562,-0.06654866,0.0612931,0.4259654
,,,,,,1200,0.3659688,0.105554,0.130804,0.1628166,0.2348568,-0.05361434,-0.02007,0.06700996,-0.04656722,0.05324534,0.4655038
,,,,,,1300,0.3633382,0.1073502,0.1367468,0.159803,0.2327618,-0.04366174,-0.02595,0.04410346,-0.035776,0.06128548,0.5046426
240,0.35,0.15,0.1,0.25,0.15,1000,0.3626816,0.1544192,0.0823076,0.2641826,0.1364088,-0.03556422,-0.01752,0.04877032,-0.04131896,0.04563022,0.3889132
,,,,,,1100,0.3542952,0.155569,0.0921644,0.258047,0.1399246,0.00246005,-0.02351,0.013587776,-0.02665214,0.03410968,0.3998542
,,,,,,1200,0.3545988,0.1576566,0.09283368,0.2544914,0.1404198,-0.008493274,-0.02956,0.02406322,-0.016882768,0.03087064,0.4154786
,,,,,,1300,0.3534322,0.1579074,0.09292662,0.2560182,0.1397154,0.000650218,-0.03055,0.016899476,-0.0248897,0.03788782,0.4054194
241,0.35,0.15,0.15,0.25,0.1,1000,0.3840758,0.1523994,0.102407,0.2787594,0.08235822,-0.1409076,-0.00399,0.196042,-0.1218552,0.07071248,0.4049756
,,,,,,1100,0.3648848,0.1553802,0.1291662,0.263499,0.08706972,-0.06831716,-0.02143,0.09623338,-0.0596109,0.0531276,0.413606
,,,,,,1200,0.3572482,0.1580866,0.1382398,0.2574318,0.0889935,-0.028650972,-0.02936,0.04592666,-0.03010908,0.04219124,0.4187348
,,,,,,1300,0.3510212,0.1576994,0.1443014,0.2545544,0.09242372,-0.013947734,-0.02606,0.03678778,-0.03046056,0.03368056,0.4139168
242,0.35,0.1,0.15,0.25,0.15,1000,0.3862086,0.102439,0.09730256,0.284976,0.129074,-0.1475064,-0.00783,0.2177424,-0.1480778,0.08567168,0.4266372
,,,,,,1100,0.3729254,0.103285,0.1185104,0.271179,0.1341008,-0.11096346,-0.01088,0.1574152,-0.10326628,0.06769002,0.443269
,,,,,,1200,0.3656342,0.1052246,0.1258014,0.2691212,0.1342186,-0.0631379,-0.02102,0.10056396,-0.07662136,0.06021362,0.4260076
,,,,,,1300,0.3582118,0.1061138,0.1388174,0.2596404,0.1372168,-0.01823902,-0.0253,0.034326274,-0.03634378,0.04555218,0.467442
243,0.35,0.15,0.25,0.15,0.1,1000,0.409933,0.156755,0.1698688,0.181214,0.0822289,-0.2669338,-0.02002,0.3573104,-0.1419486,0.07158868,0.4178166
,,,,,,1100,0.3906716,0.1559782,0.1977346,0.1707172,0.08489868,-0.2054116,-0.01977,0.27115,-0.10602206,0.06004896,0.4140122
,,,,,,1200,0.3779808,0.1556818,0.2156822,0.1650982,0.0855569,-0.139717,-0.01741,0.1724898,-0.07371456,0.058355,0.4402392
,,,,,,1300,0.3666668,0.158098,0.2287432,0.1584648,0.0880269,-0.07043748,-0.03148,0.09263306,-0.03743184,0.04672034,0.4378222
244,0.35,0.15,0.25,0.1,0.15,1000,0.4010902,0.1556582,0.1897966,0.1202184,0.1332364,-0.2207376,-0.01543,0.2600994,-0.09216062,0.06823354,0.420546
,,,,,,1100,0.3867848,0.1573582,0.2074454,0.1129592,0.135452,-0.174198,-0.02741,0.2076406,-0.06674864,0.06071566,0.4022628
,,,,,,1200,0.3685418,0.158589,0.2281716,0.1069862,0.1377122,-0.04459318,-0.03801,0.05625734,-0.016454476,0.0427991,0.4349148
,,,,,,1300,0.3730206,0.1605692,0.2229946,0.1079404,0.1354746,-0.0860391,-0.03886,0.10204844,-0.03530386,0.05815692,0.4765104
245,0.35,0.1,0.25,0.15,0.15,1000,0.421746,0.1025766,0.1577912,0.1887052,0.1291814,-0.345803,-0.00726,0.4483146,-0.1817142,0.08645874,0.4353288
,,,,,,1100,0.4013606,0.1045246,0.1857384,0.1773174,0.131059,-0.2200732,-0.01192,0.2747246,-0.1197618,0.07703186,0.4358282
,,,,,,1200,0.3901182,0.1030436,0.200181,0.1721118,0.1345452,-0.200852,-0.01125,0.2585458,-0.1138722,0.06742564,0.4573708
,,,,,,1300,0.3805922,0.1050928,0.2123128,0.1674388,0.1345636,-0.1353314,-0.01859,0.1728394,-0.07833242,0.059411,0.4888008
246,0.35,0.25,0.1,0.15,0.15,1000,0.3565716,0.2586846,0.09179142,0.152104,0.1408482,-0.03098548,-0.03082,0.03806088,-0.010151574,0.03389622,0.3807572
,,,,,,1100,0.3556196,0.258502,0.09318944,0.1541974,0.1384912,-0.02877372,-0.02901,0.036669006,-0.02646294,0.04757446,0.4136542
,,,,,,1200,0.3473862,0.262596,0.09608372,0.1529096,0.1410242,0.01582904,-0.05142,0.011257712,-0.005724296,0.03005662,0.4097846
,,,,,,1300,0.347404,0.2610984,0.09895478,0.1502358,0.1423064,0.003498778,-0.03744,0.008239814,-0.003952608,0.02965866,0.3722722
247,0.35,0.25,0.15,0.1,0.15,1000,0.3609692,0.2593208,0.1371744,0.104764,0.1377718,-0.04512906,-0.03417,0.0517741,-0.019377162,0.04690426,0.3784678
,,,,,,1100,0.3592142,0.25842,0.1395446,0.1034594,0.1393616,-0.0440941,-0.03368,0.05398524,-0.01877694,0.0425672,0.4092936
,,,,,,1200,0.3505632,0.263477,0.1464378,0.10010318,0.1394184,0.014839356,-0.05816,0.00378096,0.005728204,0.03381164,0.3945474
,,,,,,1300,0.3584098,0.2597656,0.1414622,0.10201188,0.1383508,-0.04038092,-0.02913,0.03957874,-0.01368418,0.04361216,0.4202916
248,0.35,0.25,0.15,0.15,0.1,1000,0.3656404,0.2571198,0.130083,0.1578518,0.08930464,-0.03758906,-0.03477,0.05478364,-0.01921202,0.03678524,0.379545
,,,,,,1100,0.3487748,0.2612048,0.1490922,0.1473254,0.09360268,0.015780018,-0.04548,0.04045268,0.01509036,0.019934034,0.3729236
,,,,,,1200,0.3538688,0.2598544,0.1453864,0.151339,0.08955112,-0.019316678,-0.04009,0.02612172,-0.01319394,0.04647646,0.4174044
,,,,,,1300,0.3495884,0.2597694,0.1484942,0.148725,0.09342296,-0.004439538,-0.03125,0.013793136,-0.005560676,0.02746134,0.395456
249,0.1,0.1,0.1,0.35,0.35,1000,0.1024178,0.1046598,0.08220596,0.3757516,0.3349648,-0.006298334,-0.01964,0.06450828,-0.08786486,0.0492956,0.42186
,,,,,,1100,0.10139042,0.1048972,0.08511904,0.3726602,0.335933,-0.002240672,-0.01854,0.05568052,-0.08068746,0.04578416,0.4192046
,,,,,,1200,0.10220418,0.1048298,0.08749158,0.3716144,0.3338602,-0.009781116,-0.01623,0.05015934,-0.09130912,0.0671596,0.431875
,,,,,,1300,0.10006762,0.1057544,0.08970948,0.3684242,0.3360446,0.006711772,-0.02375,0.03512764,-0.06511048,0.04702384,0.4708602
250,0.1,0.1,0.35,0.1,0.35,1000,0.1078618,0.1074072,0.327058,0.11365,0.344023,-0.027299308,-0.02791,0.0793704,-0.04909444,0.02493586,0.4275996
,,,,,,1100,0.10226104,0.110427,0.3307988,0.1125948,0.3439182,-0.00149478,-0.04018,0.06660344,-0.0469692,0.022036084,0.441274
,,,,,,1200,0.09797996,0.109465,0.3412,0.1065552,0.3448002,-0.000973264,-0.03607,0.05264402,-0.0329152,0.017313464,0.4247026
,,,,,,1300,0.09880472,0.1096574,0.3411704,0.1070532,0.343314,0.006976704,-0.03875,0.03416828,-0.0241354,0.02174186,0.5005978
251,0.1,0.35,0.1,0.1,0.35,1000,0.10018194,0.365868,0.08744888,0.1041956,0.3423054,0.00045645,-0.05688,0.0475371,-0.014266394,0.023156726,0.4023574
,,,,,,1100,0.09948226,0.3651712,0.090403,0.10281468,0.3421288,0.006002696,-0.05837,0.03069834,-0.00276736,0.02443386,0.3772686
,,,,,,1200,0.09839012,0.3619166,0.09273958,0.10333958,0.3436144,-4.76E-05,-0.04137,0.03227738,-0.015970932,0.025109526,0.3999454
,,,,,,1300,0.09770112,0.362471,0.09480748,0.102333,0.342688,0.008706537,-0.04539,0.02503108,-0.011250352,0.022899684,0.4528074
252,0.35,0.1,0.1,0.1,0.35,1000,0.3622478,0.1061088,0.0854184,0.1084066,0.3378184,-0.037370814,-0.02817,0.05354886,-0.029674338,0.04166418,0.4279204
,,,,,,1100,0.360326,0.106993,0.08785958,0.1069078,0.3379132,-0.04140808,-0.02532,0.0504708,-0.02463592,0.04089502,0.4272248
,,,,,,1200,0.3559988,0.1066278,0.09249874,0.1068662,0.3380086,-0.02318428,-0.02481,0.03322024,-0.02804184,0.04281362,0.4450584
,,,,,,1300,0.3548808,0.1083338,0.09322968,0.1079772,0.335578,-0.01854578,-0.02844,0.02558956,-0.03373322,0.05513252,0.4806582
253,0.1,0.1,0.35,0.35,0.1,1000,0.138937,0.115217,0.1979494,0.4823656,0.06553114,-0.1488272,-0.05066,0.5701032,-0.5015436,0.1309264,0.4281896
,,,,,,1100,0.1339268,0.111305,0.2204038,0.4652598,0.06910462,-0.1226256,-0.03505,0.4540948,-0.4124704,0.116056,0.4541306
,,,,,,1200,0.1288202,0.1101238,0.2421228,0.445869,0.07306468,-0.1318304,-0.05111,0.5130106,-0.443966,0.11389636,0.4910684
,,,,,,1300,0.123301,0.1080138,0.26869,0.424291,0.07570422,-0.09916062,-0.03656,0.355785,-0.3189012,0.09883688,0.4810368
254,0.1,0.35,0.1,0.35,0.1,1000,0.1041738,0.3579494,0.0834266,0.365313,0.08913688,-0.01828852,-0.031,0.07119378,-0.0633436,0.0414377,0.3772406
,,,,,,1100,0.1037054,0.3552566,0.09061622,0.3580676,0.0923537,-0.013847328,-0.01999,0.029956818,-0.023358108,0.027236858,0.3852976
,,,,,,1200,0.1019966,0.3576552,0.09165056,0.3558642,0.0928336,-0.003495744,-0.03027,0.03535732,-0.028422894,0.0268302,0.4075548
,,,,,,1300,0.10147816,0.3569866,0.0927248,0.3556032,0.0932074,-0.004646892,-0.02269,0.024080308,-0.02033954,0.02359162,0.389389
255,0.35,0.1,0.1,0.35,0.1,1000,0.3621688,0.10289716,0.07814714,0.369001,0.08778612,-0.0644167,-0.00889,0.118805,-0.10181454,0.0563162,0.4108822
,,,,,,1100,0.357901,0.1035076,0.0861231,0.3635534,0.08891484,-0.033951428,-0.01071,0.06483898,-0.06036594,0.04018822,0.3924012
,,,,,,1200,0.352937,0.1042636,0.09389284,0.3566734,0.09223346,-0.001648634,-0.01542,0.011758592,-0.01563277,0.020942028,0.4214984
,,,,,,1300,0.351791,0.1047472,0.09506458,0.3581744,0.09022302,-0.002998998,-0.01571,0.018390708,-0.03650126,0.03682122,0.4161928
256,0.1,0.35,0.35,0.1,0.1,1000,0.1061722,0.3586762,0.3407416,0.104219,0.09019108,-0.016909338,-0.03218,0.02839852,-0.01592578,0.03662126,0.3817282
,,,,,,1100,0.1066952,0.3634652,0.3351414,0.105969,0.0887296,-0.0359011,-0.05764,0.08582282,-0.03527022,0.04298912,0.4015546
,,,,,,1200,0.10098696,0.3590726,0.3470894,0.10114214,0.09170902,-0.007383289,-0.04391,0.032049908,-0.016483784,0.0357234,0.3899366
,,,,,,1300,0.10260078,0.3642008,0.3421652,0.10365314,0.08738004,-0.016711348,-0.05252,0.037522702,-0.015909364,0.04762208,0.403371
257,0.35,0.1,0.35,0.1,0.1,1000,0.4427396,0.1076478,0.236461,0.1315234,0.08162822,-0.4518506,-0.02965,0.5615498,-0.1552008,0.07515456,0.456026
,,,,,,1100,0.421906,0.1060896,0.2622262,0.127059,0.08271908,-0.344135,-0.02248,0.415438,-0.124971,0.07614734,0.468737
,,,,,,1200,0.397346,0.1069648,0.2914612,0.117845,0.0863827,-0.2452332,-0.02904,0.3061078,-0.09308356,0.06125256,0.4565772
,,,,,,1300,0.401236,0.106143,0.2898652,0.1179968,0.08475888,-0.2528026,-0.02213,0.3029834,-0.0880728,0.06002116,0.452746
258,0.35,0.35,0.1,0.1,0.1,1000,0.3474064,0.3634496,0.10001456,0.09560056,0.09352902,0.019601608,-0.05527,-0.002518298,0.02038262,0.017801703,0.375059
,,,,,,1100,0.3442008,0.3634376,0.10243148,0.09621106,0.09371896,0.019662824,-0.04739,-0.009082314,0.012488636,0.02432248,0.3724082
