,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder,Gamma_sum,MC/MD comp. std,,,,,MC/MD adsorption std,,,,,Disorder std,V_tot,V_free,difference,,,,
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,,Co,Ni,Cr,Fe,Mn
,,,,,,1200,0.2080682,0.1072246,0.1804528,0.2179396,0.286315,-0.031605992,-0.02626,0.07791454,-0.07291674,0.05287308,0.4357378,-0.000000052000,0.00304168,0.001124562,0.002168834,0.001852739,0.002481402,0.021240218,0.007120819,0.018799893,0.004022499,0.014192688,0.016811729,12.379049,-0.064371055,-0.035440968,0.02626,0.060471413,-0.021609185,-0.021184389
,,,,,,1300,0.208908,0.107551,0.1765734,0.2230584,0.2839094,-0.044079412,-0.03045,0.11420532,-0.10414802,0.06447072,0.5288734,-0.000000172000,0.005002476,0.002261378,0.003578899,0.002198535,0.002870162,0.028262615,0.015856161,0.018000902,0.022831915,0.012266507,0.008568405,12.455096,-0.214227651,-0.013517823,0.03045,-0.021895913,0.041095147,-0.023401387
18,0.25,0.2,0.15,0.2,0.2,1000,0.2686358,0.2058778,0.120785,0.2203436,0.1843578,-0.09171344,-0.01930,0.1450774,-0.100636,0.06657514,0.402856,0.000000272000,0.002842095,0.00156975,0.001912061,0.002158077,0.001198064,0.015239303,0.012391464,0.019369244,0.018161874,0.007427152,0.00603319,12.062814,0.328108541,0.001752528,0.01930,0.056307131,-0.03692174,-0.032239882
,,,,,,1100,0.267102,0.2063656,0.1251116,0.2161956,0.1852246,-0.07886524,-0.01987,0.1113586,-0.07402928,0.06141068,0.442661,-0.000000190000,0.001558749,0.002794171,0.001914464,0.003540288,0.001730816,0.01918508,0.017133239,0.008269977,0.020437675,0.021177175,0.016621267,12.107708,-0.230046452,-0.036219722,0.01987,0.139943592,-0.097625223,-0.014190634
,,,,,,1200,0.2618256,0.2078386,0.1298128,0.2148588,0.1856644,-0.04669874,-0.02899,0.0787792,-0.05646356,0.05337754,0.4398058,-0.000000020000,0.003566869,0.001908679,0.003772793,0.001936059,0.002988632,0.029443361,0.013390144,0.023112262,0.00872244,0.020486751,0.008158336,12.163181,-0.024326362,-0.023529396,0.02899,0.06617275,-0.042547335,-0.020185316
,,,,,,1300,0.257061,0.2074938,0.1387394,0.209761,0.1869448,-0.01399992,-0.02849,0.028675104,-0.030260487,0.04407618,0.4436016,-0.000000042780,0.00169759,0.002173006,0.003749667,0.002656034,0.002403424,0.015213569,0.008463917,0.020498532,0.018594411,0.006797063,0.017968213,12.226483,-0.052304894,-0.016139795,0.02849,0.019628938,-0.002734077,-0.022585253
19,0.2,0.25,0.15,0.2,0.2,1000,0.2107312,0.257636,0.129065,0.2162432,0.186324,-0.04181596,-0.02059,0.07799186,-0.06699366,0.05140428,0.3814006,0.000000028000,0.002646301,0.001901358,0.002712509,0.00250999,0.002449537,0.016154993,0.008405888,0.006448287,0.007254172,0.008511765,0.010772788,12.081559,0.033828365,-0.011627861,0.02059,0.04164631,-0.014726402,-0.03100645
,,,,,,1100,0.207011,0.2600064,0.1314092,0.2128566,0.1887168,-0.0170578,-0.03770,0.06605332,-0.04774656,0.03645286,0.3999154,0.000000000000,0.002391284,0.001569104,0.004215089,0.0039177,0.001892053,0.016556206,0.004173244,0.01895023,0.021196032,0.013986222,0.018778456,12.135842,0,-0.044937127,0.03770,0.06932024,-0.044721719,-0.011015972
,,,,,,1200,0.205099,0.2607468,0.1358254,0.2100304,0.188299,-0.009241844,-0.04112,0.04393222,-0.03235686,0.03878746,0.430872,0.000000016000,0.002770647,0.001207799,0.002804072,0.004447641,0.001924592,0.01320196,0.008778047,0.014233371,0.011869751,0.019421138,0.005941482,12.191314,0.019506102,-0.05400006,0.04112,0.08660004,-0.05680452,-0.008897169
,,,,,,1300,0.2026404,0.260311,0.1408296,0.2066014,0.1896176,-0.013398342,-0.03768,0.04707176,-0.03746608,0.04147344,0.4561704,0.000000018000,0.001551969,0.002055052,0.001812575,0.001648437,0.001690971,0.011743292,0.014667503,0.00943299,0.013533459,0.01193398,0.007087787,12.251423,0.022052561,-0.020788527,0.03768,0.007718537,4.1014E-05,-0.017096716
20,0.2,0.2,0.15,0.25,0.2,1000,0.2185254,0.2063132,0.1121142,0.281973,0.1810738,-0.06556178,-0.02239,0.1385248,-0.119513,0.06893818,0.4203484,0.000000122000,0.002811981,0.002684098,0.002196007,0.001304634,0.002054159,0.0168206,0.012021256,0.016866781,0.008977805,0.012897594,0.005417923,12.129598,0.147981096,-0.054171197,0.02239,0.129506825,-0.063568711,-0.023239859
,,,,,,1100,0.209847,0.2083712,0.1279706,0.267922,0.1858886,-0.05005716,-0.02827,0.1076392,-0.0889066,0.05959072,0.4292018,-0.000000240000,0.003146816,0.001983722,0.002082374,0.003366881,0.002956337,0.009784817,0.008497853,0.005404857,0.015320858,0.016970477,0.010208142,12.182206,-0.292372944,-0.048311476,0.02827,0.107160834,-0.057814735,-0.019229483
,,,,,,1200,0.2077656,0.207902,0.1348852,0.26363,0.185817,-0.029626232,-0.02672,0.0608205,-0.05773946,0.05326356,0.3999386,-0.000000012000,0.004069617,0.001624455,0.004946737,0.003197827,0.002203972,0.013091398,0.008205807,0.023425075,0.021588217,0.007783015,0.012312933,12.230486,-0.014676583,-0.009425753,0.02672,0.019783397,0.002682154,-0.034806253
,,,,,,1300,0.2075252,0.2075474,0.132648,0.2650436,0.1872358,-0.029233892,-0.02898,0.06968376,-0.05816252,0.04668894,0.430206,-0.000000012000,0.002702243,0.002055971,0.001970181,0.002280686,0.003460703,0.019206593,0.009897107,0.015771043,0.012783882,0.019339266,0.006985479,12.29637,-0.014755644,0.00340756,0.02898,-0.028292652,0.029889905,-0.028273642
21,0.2,0.2,0.15,0.2,0.25,1000,0.213492,0.2083268,0.1215908,0.2224424,0.2341478,-0.0571717,-0.03244,0.1224684,-0.09535132,0.06249516,0.4195836,0.000000060000,0.004319699,0.00223049,0.003696113,0.003936332,0.003584159,0.016123394,0.010373766,0.020599188,0.017967008,0.017381615,0.006528094,12.151132,0.072906792,-0.061259587,0.03244,0.142649291,-0.085739999,-0.017293653
,,,,,,1100,0.2083184,0.2091024,0.1313334,0.2129402,0.2383052,-0.026730582,-0.03047,0.0638816,-0.04755178,0.04086886,0.4334814,-0.000000082000,0.002488229,0.002179744,0.003627938,0.002952905,0.000957807,0.022958753,0.011390499,0.023857332,0.010737253,0.012662055,0.007257669,12.205006,-0.100081049,-0.076953317,0.03047,0.162524966,-0.107097514,0.001673261
,,,,,,1200,0.2088816,0.208322,0.1321464,0.215484,0.2351658,-0.034402326,-0.03198,0.07388194,-0.06214514,0.054645,0.4572072,0.000000014000,0.003899249,0.001638826,0.002375603,0.001392145,0.003575419,0.017035698,0.006484969,0.010995551,0.010240021,0.016761888,0.019243189,12.260591,0.017164827,-0.049433704,0.03198,0.099156913,-0.056050798,-0.015021219
,,,,,,1300,0.2030826,0.2070286,0.1416476,0.209293,0.2389482,-0.015535448,-0.02191,0.03550132,-0.04410098,0.0460421,0.4433336,0.000000040000,0.001197801,0.001930174,0.002019177,0.002237923,0.002775456,0.007451523,0.01256578,0.014322152,0.021649144,0.013912735,0.003538499,12.321285,0.04928514,-0.014517971,0.02191,0.012664418,0.011200886,-0.024612705
22,0.3,0.2,0.1,0.2,0.2,1000,0.3084812,0.20701,0.08653474,0.210271,0.1877026,-0.024449182,-0.02675,0.04464354,-0.03483962,0.04139338,0.4067822,0.000000058000,0.001580643,0.001398631,0.00314312,0.002203736,0.001527718,0.016511036,0.007805376,0.012362816,0.010479757,0.020315079,0.009493025,11.996484,0.069579607,-0.072194122,0.02675,0.171700049,-0.112936056,-0.004507663
,,,,,,1100,0.3048346,0.2079544,0.09076414,0.2069408,0.1895058,-0.01012334,-0.03388,0.03194282,-0.02095746,0.03302064,0.388744,0.000000000000,0.002368227,0.002423837,0.001848343,0.002758701,0.001371812,0.020321499,0.010957344,0.004883735,0.006158175,0.005084825,0.00540814,12.051748,0,-0.037996708,0.03388,0.073133233,-0.0508158,-0.013276698
,,,,,,1200,0.3030624,0.2067854,0.0947352,0.2048484,0.1905686,-0.011240764,-0.02573,0.01960986,-0.015134401,0.03249708,0.3967752,0.000000016600,0.00428536,0.003783051,0.000918834,0.001098624,0.001071482,0.017043732,0.01768328,0.007927612,0.010752873,0.007528751,0.00533524,12.100892,0.020087481,-0.025337442,0.02573,0.055888119,-0.036435257,-0.015208966
,,,,,,1300,0.3037918,0.2086866,0.09195962,0.2056814,0.1898806,-0.0096626,-0.03227,0.02768582,-0.019171455,0.0334196,0.4531324,-0.000000015000,0.003347684,0.001541446,0.003279427,0.004240125,0.001048213,0.023284751,0.010062039,0.011930728,0.018740883,0.017788043,0.009659585,12.163079,-0.018244618,-0.023546033,0.03227,0.025536686,-0.017182716,-0.009740401
23,0.2,0.3,0.1,0.2,0.2,1000,0.2068282,0.3086612,0.08718502,0.2093382,0.1879872,-0.020815272,-0.03152,0.04352314,-0.03322574,0.04203446,0.394183,-0.000000012000,0.002525203,0.001660531,0.001058281,0.001323947,0.001219391,0.012376298,0.008953232,0.006974377,0.012410144,0.016843174,0.009665584,12.038263,-0.014445916,-0.054384194,0.03152,0.124816741,-0.081760518,-0.013333183
,,,,,,1100,0.2034266,0.31042,0.09041646,0.2075828,0.1881542,-0.013326348,-0.03483,0.03877988,-0.02976056,0.03914166,0.3654612,0.000000012000,0.001548003,0.002040999,0.001339023,0.001463914,0.00157648,0.014031345,0.012905393,0.011086219,0.010566092,0.016283928,0.008693578,12.090498,0.014508598,-0.005876462,0.03483,0.003151822,0.001118687,-0.031262632
,,,,,,1200,0.2018248,0.3087482,0.09209486,0.2082604,0.1890716,-0.00746838,-0.02950,0.027412982,-0.0307998,0.04035728,0.4390948,-0.000000038000,0.00581255,0.002655384,0.003035761,0.001717995,0.001387043,0.032020086,0.011550899,0.01731106,0.008767816,0.014409099,0.005656647,12.148365,-0.046163787,-0.062203754,0.02950,0.116391371,-0.067427217,-0.007427842
,,,,,,1300,0.2019998,0.3093552,0.09336588,0.205106,0.1901734,-0.010025064,-0.02912,0.024476816,-0.018335688,0.03300726,0.4016388,0.000000004000,0.003402491,0.001801542,0.003072975,0.002338515,0.003564343,0.01220155,0.010231378,0.014935251,0.020000745,0.015726593,0.01133406,12.198578,0.004879431,-0.00660263,0.02912,0.002171903,0.000133011,-0.021150992
24,0.2,0.2,0.1,0.3,0.2,1000,0.2078442,0.2055706,0.0823591,0.3209716,0.1832544,-0.03209336,-0.01435,0.0699923,-0.08908782,0.0655401,0.391717,0.000000072000,0.003179306,0.001867457,0.00252263,0.002409112,0.002140681,0.008945214,0.005708398,0.012653573,0.014112035,0.015978683,0.008800181,12.126076,0.087307747,-0.038908974,0.01435,0.088951973,-0.019480673,-0.038440737
,,,,,,1100,0.2060462,0.2081692,0.08446828,0.315197,0.1861192,-0.02573137,-0.02893,0.06437562,-0.06547324,0.05575482,0.4242512,0.000000050000,0.003738872,0.001609083,0.001115059,0.003153451,0.001601684,0.017642195,0.011489301,0.007287655,0.013322159,0.011927671,0.003224687,12.183293,0.060916465,-0.06648862,0.02893,0.136998089,-0.072077108,-0.017916408
,,,,,,1200,0.2045284,0.2066646,0.08748134,0.3143578,0.1869676,-0.013444694,-0.02075,0.04556266,-0.05914766,0.0477829,0.4202646,0.000000016000,0.001776113,0.001622794,0.002705134,0.003136184,0.000949311,0.015040139,0.01265303,0.016509412,0.025146375,0.010753972,0.013336823,12.235348,0.019576557,-0.041502223,0.02075,0.06784862,-0.018319062,-0.021813104
,,,,,,1300,0.2038092,0.2071172,0.08966336,0.3101786,0.1892322,-0.014009906,-0.02688,0.043762,-0.04630826,0.04344088,0.4439566,-0.000000026000,0.003163719,0.001514374,0.001672312,0.002291993,0.001386713,0.013409475,0.012638521,0.005525778,0.009060307,0.012699947,0.014858068,12.29545,-0.03196817,-0.016244119,0.02688,0.004725243,0.013188559,-0.021868445
25,0.2,0.2,0.1,0.2,0.3,1000,0.2070794,0.2085478,0.08594366,0.2109868,0.2874422,-0.023594881,-0.02927,0.05171552,-0.0435559,0.04470514,0.4162224,0.000000038600,0.00280887,0.001816963,0.002609613,0.001703875,0.002293479,0.018648837,0.010883059,0.018519528,0.014028764,0.019293848,0.006735027,12.17278,0.046986931,-0.089115643,0.02927,0.200595797,-0.128787896,-0.001687069
,,,,,,1100,0.2031224,0.2096034,0.08738092,0.2127016,0.2871918,-0.009247118,-0.03389,0.04880528,-0.0558405,0.05017582,0.4089634,-0.000000032000,0.002516148,0.002436787,0.002176547,0.003122832,0.002505514,0.021684025,0.017279788,0.013541062,0.023918666,0.010238553,0.006049204,12.23021,-0.039136672,-0.063985425,0.03389,0.111106999,-0.053389199,-0.020128071
,,,,,,1200,0.2029532,0.209133,0.09150654,0.2092778,0.2871294,-0.006553546,-0.03831,0.03930972,-0.04260634,0.04816352,0.4407658,0.000000012000,0.003342134,0.002912195,0.001425056,0.001960568,0.001860392,0.025735161,0.020636178,0.010044296,0.01485341,0.015316848,0.008171269,12.28381,0.014740572,-0.06442531,0.03831,0.107191727,-0.057462955,-0.01461648
,,,,,,1300,0.1998886,0.210261,0.09320784,0.2095334,0.2871094,0.003062116,-0.03865,0.02889514,-0.04028746,0.04698512,0.4857114,-0.000000024000,0.002200456,0.001852316,0.003090141,0.00168406,0.000789904,0.009894394,0.013939291,0.014093716,0.013149642,0.010254337,0.00846406,12.354511,-0.029650826,-0.046761187,0.03865,0.041140085,-0.007550809,-0.015825783
26,0.25,0.2,0.2,0.15,0.2,1000,0.2730008,0.2099474,0.1621358,0.1700532,0.1848628,-0.07426144,-0.04113,0.133935,-0.07452884,0.05598576,0.42329,0.000000220000,0.004019348,0.001485928,0.003512133,0.001030902,0.001029012,0.020888529,0.012651304,0.022553506,0.008849373,0.005971281,0.00585182,12.062409,0.265372998,-0.05047814,0.04113,0.145304297,-0.116208385,-0.008376576
,,,,,,1100,0.2652648,0.2083478,0.1795746,0.159672,0.187141,-0.06156288,-0.03131,0.0877891,-0.04255736,0.04764352,0.3967806,-0.000000020000,0.003094395,0.001937827,0.004013517,0.00282827,0.001402374,0.011726102,0.006585709,0.017723273,0.016246925,0.01538598,0.010625387,12.104709,-0.024209418,0.003461375,0.03131,0.039082694,-0.044103702,-0.023804126
,,,,,,1200,0.2622592,0.2082692,0.1811682,0.1608654,0.1874382,-0.0325358,-0.03118,0.05889376,-0.03635446,0.04117806,0.4134444,0.000000020000,0.005304912,0.001703988,0.003792284,0.002590505,0.00156941,0.016700327,0.008085428,0.016845616,0.014463974,0.005351221,0.007148901,12.158303,0.024316606,-0.017077721,0.03118,0.043509308,-0.033592991,-0.01772901
,,,,,,1300,0.2614812,0.207694,0.185595,0.1589504,0.186279,-0.03766996,-0.03441,0.05573984,-0.03419904,0.05053858,0.4430194,-0.000000020000,0.004657302,0.0026039,0.004184097,0.001617598,0.002782827,0.020860378,0.012937242,0.018722465,0.009715992,0.015323723,0.012942395,12.21349,-0.02442698,0.007717713,0.03441,-0.007736248,0.001409701,-0.029181326
27,0.2,0.25,0.2,0.15,0.2,1000,0.2178676,0.260053,0.1673154,0.1690194,0.1857444,-0.0792844,-0.03826,0.146049,-0.08374396,0.05523562,0.4085672,-0.000000280000,0.004088417,0.001694088,0.002359332,0.002217712,0.002053156,0.017842121,0.00745019,0.011464012,0.010515881,0.005049503,0.009024232,12.080994,-0.338267832,-0.020396974,0.03826,0.077095546,-0.068677178,-0.017190367
,,,,,,1100,0.2111228,0.261636,0.1779682,0.1620898,0.1871834,-0.03836358,-0.04413,0.08448842,-0.04729788,0.04529892,0.4024924,-0.000000040000,0.002534882,0.001796719,0.004929756,0.003096135,0.002290174,0.00831742,0.007661409,0.033947745,0.019919866,0.013687132,0.010552606,12.132011,-0.048528044,-0.026831981,0.04413,0.057874118,-0.049944291,-0.018548793
,,,,,,1200,0.210034,0.2605232,0.1809134,0.1609648,0.1875648,-0.03657845,-0.04061,0.07459206,-0.0426173,0.0452128,0.414826,-0.000000030000,0.004351983,0.001294588,0.002337491,0.002402281,0.001921965,0.018252945,0.011420803,0.012046768,0.014828127,0.008627714,0.016201561,12.185978,-0.036557934,-0.014115482,0.04061,0.030040994,-0.028853365,-0.02125311
,,,,,,1300,0.2077114,0.2614296,0.1840088,0.1593416,0.1875084,-0.024411338,-0.03972,0.054251226,-0.031426439,0.04130494,0.386023,0.000000009200,0.006232947,0.002032651,0.006287402,0.003903652,0.002582625,0.021446013,0.006445306,0.032016653,0.018236,0.009647559,0.012960445,12.248151,0.011268299,0.012811932,0.03972,-0.035661197,0.018728331,-0.033034059
28,0.2,0.2,0.25,0.15,0.2,1000,0.2273044,0.2097756,0.1997916,0.178945,0.1841836,-0.10270932,-0.03327,0.1896596,-0.1121108,0.05842884,0.4098646,0.000000284000,0.001502701,0.003456991,0.003803615,0.003163036,0.002464609,0.014200854,0.016249613,0.018324028,0.009135625,0.015676636,0.006052363,12.130618,0.344509551,0.000819771,0.03327,0.038428118,-0.043686822,-0.019540796
,,,,,,1100,0.2214014,0.2105092,0.214563,0.1697896,0.183737,-0.07952546,-0.03323,0.12692774,-0.07378268,0.05961012,0.4391876,0.000000000000,0.006652872,0.001562712,0.006244126,0.002513095,0.002593108,0.030616975,0.005270066,0.030021048,0.008520406,0.008833594,0.002843864,12.186062,0,-0.031245539,0.03323,0.114954382,-0.091437349,-0.014160119
,,,,,,1200,0.2128762,0.2082706,0.229918,0.1627222,0.1862128,-0.06132186,-0.02956,0.10353216,-0.06418876,0.05153818,0.4476484,0.000000060000,0.004993837,0.001574558,0.005945544,0.003278938,0.001073057,0.031294219,0.009578817,0.02594806,0.009459223,0.015023964,0.008880611,12.232721,0.073396326,-0.015039189,0.02956,0.054078217,-0.043468601,-0.015447331
,,,,,,1300,0.2084668,0.2121538,0.231094,0.1615732,0.1867118,-0.04464442,-0.04416,0.0950158,-0.05928266,0.05306922,0.4412416,0.000000040000,0.003680045,0.001401454,0.005798428,0.003535151,0.001908718,0.031563978,0.006433276,0.025718453,0.008568546,0.013385209,0.01167956,12.290699,0.049162796,0.015264625,0.04416,-0.04792966,0.027119996,-0.032120149
29,0.2,0.2,0.2,0.15,0.25,1000,0.222844,0.2066286,0.161751,0.1737486,0.2350278,-0.08952466,-0.02391,0.1540528,-0.09926722,0.05865178,0.4191442,0.000000300000,0.002900649,0.000963862,0.002151546,0.002526983,0.002564764,0.013961252,0.008299667,0.01214541,0.016723372,0.012852256,0.007551044,12.151541,0.36454623,-0.028158768,0.02391,0.109390751,-0.080680561,-0.013735708
,,,,,,1100,0.2163926,0.2082396,0.1735282,0.1660168,0.235823,-0.06146946,-0.02743,0.09503888,-0.06034572,0.05421058,0.4311296,0.000000060000,0.004439761,0.001262677,0.004014033,0.003934875,0.002974778,0.025885379,0.005465524,0.020136274,0.012459871,0.01805021,0.011589081,12.208082,0.073248492,-0.039293503,0.02743,0.124989463,-0.089946864,-0.012866936
,,,,,,1200,0.2106768,0.2093854,0.1809118,0.1602222,0.2388038,-0.04330864,-0.03089,0.07784578,-0.04386754,0.04022508,0.4476396,0.000000100000,0.004841317,0.00146038,0.00643108,0.00361489,0.002887236,0.017182838,0.003740833,0.022141245,0.014887319,0.01941343,0.012054895,12.267615,0.12267615,-0.033045527,0.03089,0.079750393,-0.063780119,-0.004137484
,,,,,,1300,0.2036034,0.2110634,0.1876754,0.1583556,0.2393026,-0.009947274,-0.04710,0.04791336,-0.02928954,0.03842082,0.4819398,0.000000006000,0.001189949,0.002447481,0.003062958,0.002561478,0.002316934,0.010053219,0.010646783,0.017333351,0.012066988,0.012226354,0.008396959,12.331774,0.007399064,-0.032537342,0.04710,0.020175493,-0.01721924,-0.008127442
30,0.3,0.2,0.2,0.1,0.2,1000,0.3281524,0.2071294,0.16413,0.1135068,0.1870816,-0.112985,-0.02460,0.1483494,-0.05878082,0.04801254,0.4056018,-0.000000010000,0.003742889,0.001854238,0.001704075,0.001731775,0.00150262,0.009394127,0.010494084,0.006583817,0.009252688,0.012691716,0.007526472,11.990741,-0.011990741,0.018350736,0.02460,0.063496794,-0.085922865,-0.011893611
,,,,,,1100,0.3180634,0.2083488,0.1773948,0.108866,0.1873274,-0.05910018,-0.02822,0.07606784,-0.03143442,0.04268258,0.4230158,-0.000000016000,0.003414625,0.004295431,0.003409206,0.001495016,0.001212239,0.011578935,0.017561788,0.011807145,0.010088742,0.003695876,0.008793477,12.045295,-0.019272472,-0.031585444,0.02822,0.121955391,-0.10382735,-0.005473728
,,,,,,1200,0.3146392,0.2094106,0.1800708,0.1078688,0.1880106,-0.05673472,-0.03621,0.0829805,-0.032261098,0.04222536,0.4269304,0.000000002000,0.004284237,0.003151353,0.003348363,0.002382414,0.001105907,0.015537876,0.010745341,0.016836589,0.017479746,0.004067677,0.010915889,12.093927,0.002418785,-0.003424853,0.03621,0.041189781,-0.052554668,-0.013791884
,,,,,,1300,0.3074804,0.2124258,0.1866388,0.1040826,0.1893728,-0.02243588,-0.04772,0.04677,-0.01477138,0.03816214,0.4360638,0.000000000000,0.004449164,0.002962185,0.001914029,0.002412249,0.002046062,0.012720738,0.017649657,0.009024991,0.01659098,0.009036905,0.012480126,12.153892,0,-0.005276664,0.04772,-0.002355915,-0.01556611,-0.018401892
31,0.2,0.3,0.2,0.1,0.2,1000,0.212608,0.311491,0.1779406,0.1083088,0.1896518,-0.03752444,-0.04564,0.07537482,-0.0289435,0.03673262,0.4017148,0.000000040000,0.003162366,0.00266681,0.003803042,0.00246906,0.001815946,0.016447436,0.012140734,0.018017986,0.009772743,0.013900649,0.009255692,12.027529,0.048110116,-0.05049415,0.04564,0.121661671,-0.105644267,-0.003138686
,,,,,,1100,0.2073462,0.3103996,0.1870892,0.1060012,0.1891638,-0.02593792,-0.03503,0.04866126,-0.0195597,0.03186886,0.3704106,0.000000040000,0.004077324,0.002782723,0.004796076,0.002587517,0.001707438,0.010283552,0.016465869,0.011449128,0.011277059,0.011602463,0.005659938,12.075216,0.048300864,0.000587955,0.03503,0.006693512,-0.018250937,-0.021467618
,,,,,,1200,0.2064318,0.3111752,0.1870448,0.1043166,0.1910316,-0.01965598,-0.03743,0.03907794,-0.012398116,0.030401466,0.3970454,0.000000010000,0.00264269,0.002558642,0.003570318,0.002325927,0.002907214,0.019654478,0.018522356,0.020374858,0.014582889,0.01828707,0.009795485,12.133041,0.012133041,-0.017133523,0.03743,0.036856158,-0.039469438,-0.013013486
,,,,,,1300,0.2035438,0.3106418,0.1906826,0.1046822,0.1904494,-0.000178896,-0.03685,0.021644376,-0.015912534,0.03129706,0.3769322,-0.000000014000,0.002181318,0.001793646,0.003053864,0.001921443,0.002417776,0.015378025,0.015693082,0.01306752,0.007808434,0.014327347,0.010697311,12.188496,-0.017063894,-0.008493272,0.03685,-0.007745745,0.006418933,-0.025113427
32,0.2,0.2,0.3,0.1,0.2,1000,0.225571,0.2110696,0.2582246,0.1186902,0.1864448,-0.1208728,-0.04110,0.1926436,-0.08380982,0.05313616,0.4149778,0.000000300000,0.002507525,0.000470685,0.002903979,0.001758878,0.001172846,0.012348404,0.005952452,0.015054188,0.010405435,0.00805098,0.012289053,12.1378,0.364134,0.010280584,0.04110,0.054925717,-0.085294905,-0.010926581
,,,,,,1100,0.2213838,0.2108524,0.2654958,0.1150174,0.1872506,-0.06438276,-0.03845,0.10734742,-0.05081082,0.04629378,0.4298006,-0.000000040000,0.00151898,0.00118438,0.001844897,0.002259307,0.002741525,0.012040493,0.01467497,0.010225831,0.013923847,0.011795462,0.011880623,12.183699,-0.048734796,-0.034729585,0.03845,0.109076595,-0.097019792,-0.005627394
